Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
0,57,1,280,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,11,12,32,21,14,18,1.0,0.516279,111,58,5,0,0.516279,111,1,1,0,0,1,104,224,11,5,2,0,4,0,4,0,20,41,0,20,7,104,224,11,5,2,0,4,0,4,0,20,41,0,20,7,4.0,2.0,0.0,33.0,25.0,0.0,21.0,13.0,4.0,0.666666667,214.0,1.0,0.0,0.842105263,0.5,1.0,1.0,52.0,1.0,0.75,1
0,48,1,178,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,12,2,30,30,1,11,1.0,0.625,90,90,11,0,0.625,90,3,5,0,0,1,54,131,6,6,1,0,10,0,10,0,28,15,0,28,1,54,131,6,6,1,0,10,0,10,0,28,15,0,28,1,10.0,3.0,0.0,22.0,20.0,3.0,20.0,2.0,10.0,0.0,85.0,1.0,0.0,0.777777778,0.38,1.0,4.0,7.4,1.0,0.6,1
0,33,1,246,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,11,2,1,4,3,14,1.0,0.773585,164,164,12,0,0.773585,164,0,0,0,0,0,48,214,1,5,1,5,11,0,11,0,11,11,0,11,0,48,214,1,5,1,5,11,0,11,0,11,11,0,11,0,12.0,2.0,0.0,7.0,27.0,64.0,1.0,6.0,11.0,0.909090909,86.0,1.0,0.0,0.914634146,0.606060606,1.0,1.0,6.083333333,1.0,0.5833,1
0,30,1,55,2,0.0,0,0,0,0.0,0.0,0,0,4,0,0,5,1,1,1,3,8,0.166667,0.241379,7,7,1,5,0.241379,7,0,0,0,0,0,22,26,0,0,0,0,5,0,5,0,5,4,0,5,0,22,26,0,0,0,0,5,0,5,0,5,4,0,5,0,5.0,2.0,0.0,5.0,10.0,10.0,1.0,4.0,5.0,2.0,32.0,0.0,0.0,0.833333333,0.666666667,0.0,0.0,5.4,1.0,0.8,1
0,60,1,470,2,0.0272537,1,2,1,0.026764,0.0416667,11,11,1,3,3,55,12,0,0,15,28,1.0,0.285714,108,82,11,0,0.285714,108,0,0,0,0,0,270,411,14,1,14,1,13,0,10,8,13,115,0,10,8,270,411,14,1,14,1,13,0,10,8,13,115,0,10,8,13.0,4.0,0.0,24.0,76.0,38.0,0.0,24.0,10.0,0.833333333,683.0,1.0,1.0,0.866666667,0.5,2.0,2.0,50.46153846,5.0,1.4615,1
0,27,1,80,2,0.0,0,0,0,0.0,0.0,0,0,0,2,2,9,0,1,1,0,2,1.0,0.407895,31,29,3,0,0.407895,31,0,0,0,0,0,45,54,0,1,0,1,2,0,2,0,2,27,0,2,0,45,54,0,1,0,1,2,0,2,0,2,27,0,2,0,2.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0,2.0,2.0,75.0,0.0,0.0,0.0,0.5,0.0,0.0,36.5,9.0,4.5,1
0,40,1,413,2,0.0,0,0,0,0.0,0.0,0,0,1,11,3,55,2,3,10,2,38,0.371429,0.259146,85,81,13,22,0.262248,91,0,0,0,0,0,243,360,2,1,2,1,36,0,34,0,36,76,0,34,0,256,374,2,1,2,1,37,0,35,0,37,82,0,35,0,37.0,1.0,0.0,17.0,92.0,0.0,3.0,14.0,34.0,0.5,438.0,1.0,1.0,0.0,0.177777778,1.0,1.0,10.78378378,13.0,1.1622,1
0,33,1,68,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,0,1,1,0,2,1.0,0.547619,23,23,3,0,0.547619,23,0,0,0,0,0,19,36,0,0,0,0,2,0,2,0,2,5,0,2,0,19,36,0,0,0,0,2,0,2,0,2,5,0,2,0,2.0,2.0,0.0,3.0,7.0,1.0,1.0,2.0,2.0,2.0,21.0,0.0,0.0,0.987179487,0.666666667,1.0,1.0,9.5,1.0,0.5,1
0,38,1,74,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,4,1,1,1,1,4,1.0,0.5625,27,26,3,0,0.5625,27,0,0,0,0,0,21,37,0,0,0,0,3,0,2,0,3,8,0,2,0,21,37,0,0,0,0,3,0,2,0,3,8,0,2,0,3.0,1.0,0.0,3.0,11.0,3.0,1.0,2.0,2.0,2.0,41.0,0.0,0.0,0.0,0.666666667,0.0,0.0,12.66666667,2.0,1.0,1
0,31,1,61,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,3,0,3,5,0,2,1.0,0.432432,16,16,1,0,0.432432,16,0,0,0,0,0,21,31,1,1,1,1,2,0,0,0,2,7,0,0,0,21,31,1,1,1,1,2,0,0,0,2,7,0,0,0,3.0,1.0,0.0,4.0,8.0,1.0,3.0,1.0,0.0,0.5,45.0,1.0,0.0,0.0,0.5,0.0,0.0,13.66666667,2.0,0.6667,1
