Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
1,24,1,29,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,2,3,1,2,0.5,0.5,5,5,1,1,0.5,5,1,1,0,0,1,5,6,0,0,0,0,1,0,1,0,5,1,0,5,0,5,6,0,0,0,0,1,0,1,0,5,1,0,5,0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0
3,24,1,35,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,48,21,0,1,1.0,0.785714,11,11,2,0,0.785714,11,0,0,16,16,0,3,12,0,0,0,0,1,0,1,0,1,0,0,1,0,3,12,0,0,0,0,1,0,1,0,1,0,0,1,0,1.0,1.0,0.0,43.0,1.0,0.0,43.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
3,30,1,46,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,3,25,17,0,1,1.0,0.875,21,21,2,0,0.875,21,1,1,14,15,1,3,17,0,0,0,0,1,0,1,0,2,0,0,2,0,3,17,0,0,0,0,1,0,1,0,2,0,0,2,0,1.0,1.0,0.0,27.0,1.0,0.0,24.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
0,29,1,32,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,8,0,0,0,1.0,0.555556,5,5,1,0,0.555556,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,37,1,206,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25,15,281,231,0,25,0.961538,0.813793,118,118,25,1,0.813793,118,1,1,1,3,1,27,170,0,14,0,14,25,0,25,1,27,0,0,27,1,27,170,0,14,0,14,25,0,25,1,27,0,0,27,1,25.0,1.0,0.0,149.0,25.0,300.0,141.0,12.0,25.0,2.0,25.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1.0,1.0,1
3,25,1,33,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,9,1,0,1,1.0,0.785714,11,11,2,0,0.785714,11,0,0,8,55,0,3,9,0,0,0,0,1,0,1,1,1,0,0,1,1,3,9,0,0,0,0,1,0,1,1,1,0,0,1,1,1.0,1.0,0.0,9.0,1.0,0.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
1,24,1,40,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,4,0,12,15,0,4,0.2,0.277778,5,5,1,4,0.277778,5,0,0,3,13,0,13,17,0,0,0,0,4,0,4,0,4,3,0,4,0,13,17,0,0,0,0,4,0,4,0,4,3,0,4,0,4.0,3.0,3.0,10.0,8.0,6.0,10.0,0.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666666667,0.0,0.0,4.0,0.0,0.0,0
1,24,1,48,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,4,2,13,15,2,6,0.5,0.307692,8,8,2,2,0.307692,8,1,1,8,10,1,18,25,2,1,2,1,4,0,3,0,8,6,0,7,0,18,25,2,1,2,1,4,0,3,0,8,6,0,7,0,4.0,4.0,8.0,12.0,10.0,0.0,10.0,2.0,3.0,0.833333333,39.0,1.0,1.0,0.894736842,0.625,0.0,0.0,8.25,1.0,0.5,0
1,29,1,39,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,4,0,0,2,4,0.333333,0.470588,8,8,1,2,0.470588,8,3,4,0,0,1,9,11,11,6,0,0,2,0,2,0,60,2,0,47,3,9,11,11,6,0,0,2,0,2,0,60,2,0,47,3,2.0,3.0,0.0,3.0,4.0,1.0,0.0,3.0,2.0,2.0,11.0,0.0,0.0,1.0,0.833333333,0.0,0.0,4.5,0.0,0.0,1
3,25,1,49,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,3,22,4,0,3,1.0,0.821429,23,23,4,0,0.821429,23,0,0,1,53,0,5,25,0,1,0,1,3,0,3,1,3,0,0,3,1,5,25,0,1,0,1,3,0,3,1,3,0,0,3,1,3.0,1.0,0.0,63.0,3.0,3.0,62.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.555555556,0.0,0.0,0.0,1.0,1.0,0
