McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
1,0,70,0,7,19,1283,0
1,0,52,0,6,14,1283,0
1,0,129,0,9,72,1283,0
1,0,77,0,8,23,1283,0
1,0,60,0,5,11,1283,0
1,0,28,0,9,33,1283,0
1,0,31,0,8,25,1283,0
1,0,29,0,3,3,2597,0
1,0,6,0,3,4,2597,0
1,0,27,0,5,10,1283,0
1,0,5,0,4,5,219,0
1,0,27,0,5,10,1283,0
1,0,5,0,4,5,219,0
1,0,10,0,4,7,1464,0
1,0,6,0,4,6,1464,0
1,0,11,0,3,3,2597,0
1,0,8,0,3,3,2597,0
1,0,13,0,3,8,2597,0
9,0,90,0,6,15,343,0
7,0,54,0,3,5,2597,0
4,0,39,0,3,3,2597,0
3,0,31,0,6,15,1283,0
3,0,35,0,6,16,1283,0
3,0,34,0,6,18,1283,0
3,0,31,0,6,13,1283,0
3,0,35,0,6,15,1283,0
3,0,35,0,6,15,1283,0
3,0,33,0,6,15,1283,0
3,0,35,0,6,15,1283,0
3,0,35,0,6,15,1283,0
3,0,35,0,6,15,1283,0
3,0,35,0,6,15,1283,0
3,0,35,0,6,15,1283,0
3,0,35,0,6,15,1283,0
3,0,31,0,6,15,1283,0
3,0,42,0,6,16,1283,0
3,0,35,0,6,15,1283,0
3,0,31,0,5,15,1283,0
3,0,31,0,5,15,1283,0
3,0,35,0,6,15,1283,0
3,0,32,0,6,15,1283,0
3,0,33,0,6,15,1283,0
3,0,35,0,6,17,1283,0
3,0,35,0,5,16,1283,0
1,0,34,0,5,10,1283,0
3,0,31,0,6,15,1283,0
3,0,33,0,6,15,1283,0
3,0,32,0,6,15,1283,0
4,0,173,0,7,40,1283,0
16,0,190,0,6,22,1283,0
12,0,347,0,7,35,1283,0
1,0,13,0,5,10,1464,0
1,0,5,0,4,6,219,0
1,0,7,0,4,5,219,0
24,0,632,0,7,27,592,0
61,0,345,0,6,17,1283,0
77,0,460,0,8,23,1283,0
1,0,4,0,4,6,219,0
5,0,36,0,4,6,219,0
1,0,8,0,5,19,1283,0
1,0,75,0,8,26,263,0
10,0,135,0,5,14,1464,0
2,0,105,0,3,4,2597,0
1,0,26,0,7,14,1283,0
1,0,10,0,5,10,1283,0
3,0,160,0,6,13,1283,0
1,0,170,0,7,21,1283,0
1,0,101,0,6,13,1283,0
5,0,966,0,8,34,1283,0
1,0,27,0,7,17,1283,0
1,0,15,0,3,3,2597,0
6,0,105,0,7,17,1464,0
6,0,60,0,6,21,1283,1
6,0,46,0,6,15,219,0
4,0,48,0,7,17,1283,0
4,0,35,0,6,14,1283,0
2,0,42,0,5,9,343,0
41,0,324,0,7,38,1283,0
6,0,57,0,6,13,219,0
10,0,76,0,7,16,1283,1
33,0,255,0,8,38,219,1
3,0,41,0,6,15,1283,0
1,0,36,0,6,17,1283,0
3,0,41,0,6,15,1283,0
8,0,76,0,7,21,1283,0
3,0,40,0,6,15,1283,0
3,0,43,0,6,15,1283,0
3,0,44,0,6,16,1283,0
1,0,39,0,5,10,1283,0
3,0,35,0,6,16,1283,0
1,0,29,0,6,12,219,0
3,0,43,0,5,16,1283,0
3,0,43,0,5,16,1283,0
3,0,32,0,7,20,1283,0
3,0,44,0,6,15,1283,0
1,0,24,0,6,16,1283,0
3,0,34,0,7,14,219,0
3,0,31,0,4,6,343,0
3,0,34,0,7,16,1283,0
1,0,30,0,6,18,219,0
3,0,42,0,6,15,219,0
2,0,24,0,5,10,1283,0
5,0,63,0,5,10,1283,0
7,0,99,0,7,20,1283,0
19,0,376,0,7,46,1283,0
1,0,16,0,4,10,1464,0
6,0,277,0,8,111,1283,0
1,0,55,0,6,26,1283,0
4,0,51,0,5,22,1464,0
1,0,21,0,6,12,1283,0
1,0,188,0,8,24,1283,0
1,0,15,0,8,41,1283,0
1,0,161,0,8,52,1283,0
1,0,6,0,3,7,1283,0
1,0,60,0,5,11,1283,0
1,0,15,0,5,13,1283,0
7,0,67,0,5,12,1283,0
18,0,102,0,7,17,343,0
8,0,66,0,4,6,219,0
2,0,18,0,4,6,219,0
66,0,386,0,5,13,219,0
1,0,14,0,4,7,219,0
7,0,48,0,6,16,1283,0
6,0,68,0,5,18,1283,0
1,0,16,0,5,10,1283,0
1,0,9,0,4,9,219,0
11,0,60,0,6,16,1283,0
1,0,7,0,4,9,219,0
1,0,74,0,7,13,2597,0
1,0,73,0,7,25,592,0
1,0,69,0,5,10,2597,0
1,0,9,0,3,7,2597,0
1,0,47,0,4,13,1283,0
3,0,17,0,5,8,219,0
1,0,35,0,4,6,219,0
3,0,177,0,5,11,1283,0
1,0,11,0,4,5,219,0
1,0,51,0,4,5,219,1
1,0,14,0,4,5,219,0
1,0,65,0,5,10,1283,0
1,0,13,0,4,5,219,0
1,0,72,0,4,5,219,1
9,0,63,0,5,10,1283,0
1,0,9,0,4,6,219,0
5,0,60,0,6,10,219,0
1,0,13,0,4,5,219,0
3,0,57,0,6,9,219,0
1,0,7,0,4,5,219,0
2,0,56,0,6,13,219,0
1,0,39,0,4,6,219,0
1,0,14,0,4,5,219,0
1,0,77,0,7,21,219,0
3,0,240,0,7,29,1283,0
1,0,10,0,4,5,219,0
1,0,54,0,4,5,219,1
1,0,23,0,4,12,219,0
60,0,297,0,7,40,1283,1
1,0,16,0,4,6,219,0
39,0,315,0,4,14,219,1
1,0,18,0,5,9,1283,0
5,0,90,0,6,14,1283,0
1,0,46,0,4,9,219,0
1,0,16,0,4,9,219,0
5,0,107,0,6,14,1283,1
9,0,292,0,7,29,1283,0
1,0,18,0,5,10,1283,0
15,0,116,0,5,10,1283,1
1,0,14,0,5,10,1283,0
11,0,82,0,5,10,1283,1
1,0,19,0,4,5,219,0
1,0,109,0,5,9,219,0
1,0,3,0,5,11,1283,0
1,0,79,0,5,14,1283,0
1,0,5,0,4,6,219,0
5,0,49,0,4,9,2597,0
5,0,27,0,4,9,2597,0
1,0,6,0,4,5,219,0
1,0,27,0,4,10,219,0
90,0,451,0,7,38,1283,0
1,0,21,0,5,10,1283,0
12,0,134,0,6,14,1283,0
12,0,73,0,5,11,1283,0
1,0,61,0,4,6,219,0
1,0,24,0,4,9,219,0
5,0,107,0,4,12,219,1
1,0,17,0,4,5,219,0
1,0,72,0,6,11,219,0
8,0,290,0,7,33,1283,0
1,0,18,0,5,10,1283,0
15,0,116,0,7,25,1283,1
1,0,14,0,5,13,1283,0
11,0,82,0,5,15,1283,1
1,0,18,0,4,5,219,0
1,0,74,0,6,11,219,0
1,0,19,0,4,6,219,0
1,0,75,0,4,8,219,0
1,0,5,0,4,6,219,0
5,0,49,0,4,9,2597,0
5,0,27,0,4,7,219,0
1,0,6,0,4,7,219,0
1,0,29,0,4,11,219,0
102,0,557,0,7,32,1283,1
1,0,5,0,4,6,219,0
3,0,29,0,6,14,1283,0
1,0,33,0,5,11,1283,0
1,0,13,0,5,11,1283,0
1,0,73,0,6,15,1283,0
1,0,5,0,5,11,1283,0
11,0,81,0,5,11,1283,0
9,0,58,0,5,11,1283,0
1,0,20,0,4,10,1283,0
8,0,64,0,5,12,1283,0
7,0,74,0,4,10,219,0
5,0,63,0,5,14,1283,0
15,0,121,0,8,19,1283,0
17,0,172,0,4,14,219,0
1,0,19,0,6,13,219,0
1,0,13,0,4,7,219,0
9,0,89,0,5,13,1283,0
17,0,139,0,4,10,1283,1
29,0,378,0,8,31,1464,0
36,0,274,0,8,29,1464,1
