Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
0,42,1,192,2,0.0,0,0,0,0.0,0.0,0,0,13,0,0,13,2,0,0,1,14,1.0,0.662651,110,110,14,0,0.662651,110,1,1,0,0,1,56,151,0,0,0,0,13,0,13,0,13,2,0,13,0,56,151,0,0,0,0,13,0,13,0,13,2,0,13,0,14.0,1.0,0.0,2.0,16.0,91.0,0.0,2.0,14.0,2.0,38.0,0.0,0.0,0.0,0.414285714,0.0,0.0,1.714285714,1.0,0.9286,0
0,23,1,85,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,5,0,1,1,0,5,1.0,0.558824,38,38,6,0,0.558824,38,0,0,0,0,0,30,63,4,4,4,4,5,0,5,0,5,8,0,5,0,30,63,4,4,4,4,5,0,5,0,5,8,0,5,0,5.0,3.0,0.0,1.0,6.0,2.0,1.0,0.0,5.0,0.75,36.0,1.0,0.0,0.80952381,0.466666667,1.0,1.0,5.4,1.0,0.8,0
1,25,1,241,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,13,0,2,11,0,13,1.0,0.866029,181,181,14,0,0.866029,181,0,0,1,1,0,28,217,0,0,0,0,13,0,13,0,13,0,0,13,0,28,217,0,0,0,0,13,0,13,0,13,0,0,13,0,13.0,1.0,0.0,2.0,13.0,78.0,2.0,0.0,13.0,2.0,13.0,0.0,0.0,0.0,0.430769231,0.0,0.0,0.0,1.0,1.0,0
0,42,1,4377,2,0.0201101,2,30,4,0.0138376,0.0253807,60,60,1,9,5,558,1,0,0,13,130,1.0,0.384276,1481,1226,28,0,0.384276,1481,0,0,0,0,0,2373,4336,92,19,92,19,117,25,27,8,117,1300,25,27,8,2373,4336,92,19,92,19,117,25,27,8,117,1300,25,27,8,118.0,1.0,0.0,1.0,180.0,6075.0,0.0,1.0,27.0,0.921125975,5209.0,0.717391304,1.0,0.0,0.138067061,0.0,0.0,42.36440678,9.0,1.5678,0
0,38,1,594,2,0.0,0,0,0,0.0,0.0,0,0,1,6,5,60,13,4,5,26,43,1.0,0.24714,108,90,10,0,0.239382,124,0,0,0,0,0,329,477,8,3,8,3,17,1,9,3,17,167,1,9,3,394,557,12,3,12,3,18,1,9,3,18,203,1,9,3,18.0,1.0,0.0,13.0,94.0,39.0,4.0,11.0,9.0,0.705882353,707.0,0.875,0.0,0.0,0.111111111,0.0,0.0,37.83333333,14.0,2.5556,0
0,63,1,416,2,0.171642,1,2,2,0.0621469,0.104712,22,20,2,2,2,29,2,25,42,1,18,1.0,0.479675,177,171,15,0,0.479675,177,1,1,24,25,1,192,354,4,2,4,2,17,0,14,0,17,116,0,14,0,192,354,4,2,4,2,17,0,14,0,17,116,0,14,0,17.0,5.0,23.0,25.0,39.0,102.0,23.0,2.0,14.0,0.734375,507.0,1.0,0.0,0.976083707,0.470588235,0.0,0.0,28.58823529,3.0,1.2353,0
0,40,1,71,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,3,13,8,2,4,1.0,0.704545,31,30,3,0,0.704545,31,1,1,2,2,1,13,32,4,6,0,2,2,0,2,0,9,2,0,9,0,13,32,4,6,0,2,2,0,2,0,9,2,0,9,0,5.0,2.0,2.0,22.0,6.0,10.0,17.0,5.0,5.0,2.0,26.0,0.0,0.0,0.636363636,0.9,0.0,0.0,4.2,1.0,0.8,0
0,41,1,197,2,0.0611247,2,4,2,0.0764331,0.10084,12,12,2,4,2,24,4,1,1,4,14,1.0,0.198675,30,27,7,0,0.198675,30,0,0,0,0,0,121,157,9,0,9,0,10,0,6,0,10,48,0,6,0,121,157,9,0,9,0,10,0,6,0,10,48,0,6,0,10.0,2.0,0.0,4.0,29.0,17.0,1.0,4.0,6.0,0.728395062,278.0,1.0,1.0,0.653846154,0.3,1.0,3.0,25.9,10.0,2.5,0
0,144,1,335,2,0.276364,1,4,1,0.0989583,0.165049,19,17,3,3,2,22,8,9,13,9,24,1.0,0.655629,198,195,13,0,0.655629,198,2,2,0,0,1,104,192,7,13,2,7,15,0,12,1,30,35,0,26,1,104,192,7,13,2,7,15,0,12,1,30,35,0,26,1,19.0,2.0,0.0,17.0,38.0,147.0,10.0,9.0,14.0,0.805555556,193.0,1.0,1.0,0.5,0.167464115,1.0,3.0,9.052631579,3.0,1.0,0
0,36,1,110,2,0.0,0,0,0,0.0,0.0,0,0,2,2,2,14,4,1,2,10,14,1.0,0.324324,24,12,4,0,0.324324,24,0,0,0,0,0,50,75,1,0,1,0,4,0,3,1,4,26,0,3,1,50,75,1,0,1,0,4,0,3,1,4,26,0,3,1,4.0,1.0,0.0,4.0,19.0,4.0,1.0,4.0,3.0,0.666666667,82.0,1.0,0.0,0.0,0.333333333,0.0,0.0,19.25,7.0,3.25,0
