Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
0,30,1,129,2,0.0,0,0,0,0.0,0.0,0,0,2,4,3,11,7,17,18,7,10,1.0,0.25,25,25,3,0,0.25,25,1,1,1,1,1,75,100,2,0,2,0,3,0,2,0,3,34,0,2,0,75,100,2,0,2,0,3,0,2,0,3,34,0,2,0,4.0,1.0,1.0,10.0,26.0,4.0,3.0,7.0,2.0,0.833333333,193.0,1.0,0.0,0.0,0.416666667,0.0,0.0,46.75,6.0,2.0,1
0,30,1,177,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,22,5,2,2,10,24,0.214286,0.162963,22,20,3,11,0.162963,22,2,2,0,0,1,113,148,3,11,1,5,14,0,13,5,31,55,0,30,5,113,148,3,11,1,5,14,0,13,5,31,55,0,30,5,14.0,3.0,0.0,6.0,34.0,19.0,2.0,4.0,13.0,1.076923077,379.0,1.0,0.0,0.555555556,0.385714286,1.0,4.0,26.0,3.0,1.4286,1
0,31,1,398,2,0.0833333,3,15,3,0.0679348,0.104803,25,24,1,2,2,41,5,1,4,12,42,0.870968,0.302395,101,100,27,4,0.302395,101,1,1,0,0,1,233,368,24,20,22,15,30,10,30,12,46,86,10,44,15,233,368,24,20,22,15,30,10,30,12,46,86,10,44,15,31.0,2.0,0.0,5.0,55.0,281.0,0.0,5.0,31.0,0.940909091,567.0,0.545454545,0.0,0.387755102,0.230414747,1.0,5.0,16.58064516,3.0,1.0645,0
0,37,1,432,2,0.0473628,1,2,1,0.0328283,0.0515021,13,12,3,2,2,36,6,2,3,12,43,1.0,0.34903,126,126,32,0,0.34903,126,1,1,0,0,1,235,396,18,19,16,14,31,3,31,12,47,114,3,45,15,235,396,18,19,16,14,31,3,31,12,47,114,3,45,15,32.0,2.0,0.0,7.0,64.0,312.0,1.0,6.0,32.0,0.909274194,614.0,0.8125,0.0,0.38,0.265625,1.0,5.0,17.6875,1.0,0.9688,0
0,27,1,65,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,1,7,11,1,4,1.0,0.636364,28,21,4,0,0.636364,28,2,2,0,0,1,16,39,2,5,0,0,3,0,3,0,19,3,0,19,0,16,39,2,5,0,0,3,0,3,0,19,3,0,19,0,3.0,3.0,0.0,6.0,4.0,1.0,5.0,1.0,3.0,2.0,24.0,0.0,0.0,0.875,0.555555556,0.0,0.0,7.0,2.0,1.3333,0
0,28,1,191,2,0.181058,1,1,1,0.0792683,0.123596,13,11,1,0,0,14,5,2,5,8,22,1.0,0.407895,62,62,15,0,0.407895,62,1,1,0,0,1,90,164,8,12,6,7,14,2,14,4,30,43,2,28,7,90,164,8,12,6,7,14,2,14,4,30,43,2,28,7,15.0,2.0,0.0,6.0,31.0,43.0,1.0,5.0,15.0,0.833333333,229.0,0.666666667,0.0,0.575757576,0.333333333,1.0,5.0,13.86666667,1.0,0.9333,0
0,32,1,332,2,0.058156,1,2,1,0.0431894,0.0681818,13,12,1,1,1,29,5,4,5,9,35,1.0,0.365591,102,102,27,0,0.365591,102,1,1,0,0,1,177,301,14,18,12,13,26,2,26,10,42,76,2,40,13,177,301,14,18,12,13,26,2,26,10,42,76,2,40,13,27.0,2.0,0.0,8.0,47.0,195.0,3.0,5.0,27.0,0.875,484.0,0.833333333,0.0,0.422222222,0.265432099,1.0,5.0,16.48148148,2.0,1.037,1
0,29,1,145,2,0.156489,1,2,1,0.111111,0.181818,13,12,1,1,1,11,5,9,5,8,16,1.0,0.390909,43,43,9,0,0.390909,43,1,1,0,0,1,67,117,5,9,3,4,8,2,8,1,24,28,2,22,4,67,117,5,9,3,4,8,2,8,1,24,28,2,22,4,9.0,2.0,0.0,10.0,27.0,6.0,5.0,5.0,9.0,0.875,180.0,0.333333333,0.0,0.703703704,0.355555556,1.0,5.0,18.66666667,2.0,1.1111,0
0,33,1,168,2,0.0,0,0,0,0.0,0.0,0,0,2,2,2,14,4,4,6,10,19,1.0,0.410853,53,53,10,0,0.410853,53,1,1,1,1,1,76,136,2,6,1,2,9,0,9,0,17,30,0,17,0,76,136,2,6,1,2,9,0,9,0,17,30,0,17,0,9.0,2.0,1.0,6.0,32.0,0.0,2.0,4.0,9.0,0.125,172.0,0.0,0.0,0.533333333,0.351851852,1.0,1.0,18.0,4.0,1.1111,0
0,34,1,183,2,0.0433213,2,13,2,0.08,0.0923077,12,12,1,2,2,28,6,11,15,14,24,0.0909091,0.0638298,9,8,1,10,0.0638298,9,1,1,0,0,1,132,150,9,9,7,4,10,6,10,1,26,66,6,24,4,132,150,9,9,7,4,10,6,10,1,26,66,6,24,4,11.0,2.0,0.0,14.0,46.0,25.0,8.0,6.0,11.0,0.957142857,366.0,0.142857143,0.0,0.655172414,0.222222222,1.0,6.0,31.63636364,3.0,1.8182,0
0,27,1,178,2,0.19305,1,1,1,0.0789474,0.125,12,9,1,0,0,12,5,4,9,8,20,0.846154,0.482269,68,52,11,2,0.482269,68,1,1,0,0,1,73,152,6,11,4,6,12,2,12,2,28,27,2,26,5,73,152,6,11,4,6,12,2,12,2,28,27,2,26,5,13.0,2.0,0.0,7.0,29.0,34.0,2.0,5.0,13.0,0.854166667,179.0,0.5,0.0,0.612903226,0.323076923,1.0,5.0,12.46153846,1.0,0.9231,0
0,28,1,256,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,20,7,5,15,10,26,0.352941,0.255814,44,33,6,11,0.213592,44,1,1,0,0,1,128,191,8,13,6,8,16,2,16,4,32,75,2,30,7,162,229,10,15,8,10,21,2,21,4,37,87,2,35,7,17.0,2.0,0.0,10.0,48.0,38.0,3.0,8.0,17.0,0.822916667,419.0,0.666666667,1.0,0.542857143,0.274509804,1.0,5.0,23.29411765,3.0,1.1765,0
0,34,1,952,2,0.232134,20,462,53,0.150163,0.169975,138,137,2,7,5,88,8,0,0,11,20,0.666667,0.0799087,70,48,4,2,0.079096,70,0,0,0,0,0,806,909,0,1,0,1,9,0,5,0,9,290,0,5,0,815,919,2,1,2,1,10,0,6,0,10,292,0,6,0,9.0,1.0,0.0,8.0,45.0,36.0,1.0,8.0,5.0,2.0,3581.0,0.0,0.0,0.0,0.296296296,0.0,0.0,396.8888889,3.0,1.3333,0
0,33,1,191,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,15,7,9,11,16,27,1.0,0.359155,51,51,11,0,0.342282,51,1,1,0,0,1,91,152,5,11,3,6,11,2,10,0,27,40,2,24,3,98,159,5,11,3,6,12,2,11,0,28,43,2,25,3,12.0,2.0,0.0,15.0,49.0,0.0,8.0,8.0,11.0,0.757575758,269.0,0.333333333,0.0,0.633333333,0.277777778,1.0,5.0,21.16666667,3.0,1.25,0
