Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
1,22,1,27,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,1,1,1,2,0.5,0.375,3,3,1,1,0.375,3,1,1,0,0,1,5,6,0,0,0,0,1,0,1,0,5,1,0,5,0,5,6,0,0,0,0,1,0,1,0,5,1,0,5,0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1
3,24,1,35,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,41,16,0,1,1.0,0.785714,11,11,2,0,0.785714,11,0,0,14,14,0,3,12,0,0,0,0,1,0,1,0,1,0,0,1,0,3,12,0,0,0,0,1,0,1,0,1,0,0,1,0,1.0,1.0,0.0,28.0,1.0,0.0,28.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
3,29,1,45,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,3,23,15,0,1,1.0,0.869565,20,20,2,0,0.869565,20,1,1,12,13,1,3,17,0,0,0,0,1,0,1,0,2,0,0,2,0,3,17,0,0,0,0,1,0,1,0,2,0,0,2,0,1.0,1.0,0.0,22.0,1.0,0.0,19.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
0,29,1,32,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.555556,5,5,1,0,0.555556,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,37,1,203,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,23,13,155,98,0,23,1.0,0.825175,118,118,24,0,0.825175,118,1,1,1,2,1,25,167,0,14,0,14,23,0,23,1,25,0,0,25,1,25,167,0,14,0,14,23,0,23,1,25,0,0,25,1,23.0,1.0,0.0,111.0,23.0,253.0,105.0,10.0,23.0,2.0,23.0,0.0,0.0,0.0,0.202898551,0.0,0.0,0.0,1.0,1.0,1
3,25,1,33,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,9,1,0,1,1.0,0.785714,11,11,2,0,0.785714,11,0,0,8,9,0,3,9,0,0,0,0,1,0,1,1,1,0,0,1,1,3,9,0,0,0,0,1,0,1,1,1,0,0,1,1,1.0,1.0,0.0,9.0,1.0,0.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
1,25,1,41,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,4,0,5,9,0,4,0.2,0.315789,6,6,1,4,0.315789,6,0,0,3,11,0,13,17,0,0,0,0,4,0,4,0,4,3,0,4,0,13,17,0,0,0,0,4,0,4,0,4,3,0,4,0,4.0,3.0,3.0,5.0,8.0,6.0,5.0,0.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666666667,0.0,0.0,4.0,0.0,0.0,1
1,24,1,42,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,2,6,6,1,3,0.666667,0.47619,10,10,2,1,0.47619,10,1,1,6,8,1,11,19,2,1,2,1,2,0,2,0,6,3,0,6,0,11,19,2,1,2,1,2,0,2,0,6,3,0,6,0,2.0,4.0,6.0,8.0,7.0,0.0,6.0,2.0,2.0,1.0,23.0,1.0,1.0,0.944444444,0.666666667,0.0,0.0,9.5,1.0,0.5,1
1,33,1,519,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,51,13,95,131,14,59,0.769231,0.552941,235,235,30,9,0.53288,235,2,3,0,0,2,190,471,11,5,5,4,45,0,38,3,56,78,0,44,3,206,487,11,5,5,4,48,0,41,3,59,87,0,47,3,45.0,2.0,0.0,21.0,67.0,916.0,8.0,16.0,38.0,0.686363636,461.0,1.0,3.0,0.232142857,0.252525253,1.0,1.0,9.133333333,5.0,1.0889,1
3,25,1,49,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,3,16,4,0,3,1.0,0.821429,23,23,4,0,0.821429,23,0,0,1,39,0,5,25,0,1,0,1,3,0,3,1,3,0,0,3,1,5,25,0,1,0,1,3,0,3,1,3,0,0,3,1,3.0,1.0,0.0,37.0,3.0,3.0,36.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.555555556,0.0,0.0,0.0,1.0,1.0,0
