Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
0,64,1,352,2,0.180451,1,2,2,0.138408,0.143885,40,20,1,4,4,18,15,46,51,20,25,1.0,0.480287,134,68,6,0,0.480287,134,1,1,0,0,1,145,289,11,6,1,0,5,0,5,0,23,58,0,23,8,145,289,11,6,1,0,5,0,5,0,23,58,0,23,8,5.0,2.0,0.0,27.0,35.0,0.0,13.0,15.0,5.0,0.25,319.0,1.0,1.0,0.818181818,0.5,1.0,1.0,62.6,1.0,0.8,1
0,51,1,187,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,12,2,61,107,1,11,1.0,0.630872,94,94,11,0,0.630872,94,3,5,1,1,1,55,137,11,11,2,0,10,0,10,0,37,15,0,37,3,55,137,11,11,2,0,10,0,10,0,37,15,0,37,3,10.0,3.0,0.0,7.0,20.0,3.0,5.0,2.0,10.0,0.555555556,86.0,1.0,0.0,0.833333333,0.38,1.0,4.0,7.4,1.0,0.6,0
0,36,1,264,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,11,2,1,4,3,14,1.0,0.763393,171,171,12,0,0.763393,171,0,0,0,0,0,53,229,2,5,2,5,11,0,11,0,11,11,0,11,0,53,229,2,5,2,5,11,0,11,0,11,11,0,11,0,12.0,3.0,0.0,8.0,30.0,64.0,1.0,7.0,11.0,1.0,93.0,1.0,0.0,0.920454545,0.606060606,1.0,2.0,6.583333333,1.0,0.5833,0
0,33,1,73,2,0.0,0,0,0,0.0,0.0,0,0,4,0,0,5,1,1,1,3,8,1.0,0.5,22,22,6,0,0.5,22,0,0,0,0,0,22,41,0,0,0,0,5,0,5,0,5,4,0,5,0,22,41,0,0,0,0,5,0,5,0,5,4,0,5,0,5.0,2.0,0.0,5.0,10.0,10.0,1.0,4.0,5.0,2.0,32.0,0.0,0.0,0.862068966,0.666666667,0.0,0.0,5.4,1.0,0.8,0
0,65,1,645,2,0.0394737,2,5,2,0.0481928,0.0710227,28,25,1,4,4,63,13,1,0,19,34,1.0,0.302273,133,97,12,0,0.31286,163,0,0,0,0,0,307,493,14,1,14,1,15,0,11,8,15,134,0,11,8,358,581,17,4,17,4,21,0,17,10,21,146,0,17,10,15.0,4.0,0.0,22.0,89.0,51.0,1.0,22.0,11.0,0.826530612,776.0,0.857142857,1.0,0.847826087,0.373333333,2.0,2.0,49.8,5.0,1.4667,0
0,32,1,96,2,0.0,0,0,0,0.0,0.0,0,0,0,2,2,10,0,1,1,0,2,1.0,0.455556,41,39,3,0,0.455556,41,0,0,0,0,0,49,65,1,1,1,1,2,1,2,0,2,29,1,2,0,49,65,1,1,1,1,2,1,2,0,2,29,1,2,0,3.0,1.0,0.0,1.0,10.0,1.0,1.0,0.0,2.0,0.5,84.0,0.0,0.0,0.0,0.5,0.0,0.0,26.66666667,10.0,3.3333,0
0,56,1,509,2,0.0,0,0,0,0.0,0.0,0,0,1,11,3,55,2,3,10,2,38,1.0,0.397022,160,156,35,0,0.400468,171,0,0,0,0,0,243,435,2,1,2,1,36,0,34,0,36,76,0,34,0,256,454,2,1,2,1,37,0,35,0,37,82,0,35,0,37.0,1.0,0.0,16.0,92.0,0.0,3.0,13.0,34.0,0.5,438.0,1.0,1.0,0.0,0.177777778,1.0,1.0,10.78378378,12.0,1.1351,0
0,37,1,82,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,4,0,1,1,0,3,1.0,0.568627,29,29,4,0,0.568627,29,0,0,0,0,0,22,46,0,0,0,0,3,0,3,0,3,5,0,3,0,22,46,0,0,0,0,3,0,3,0,3,5,0,3,0,3.0,2.0,0.0,4.0,8.0,3.0,1.0,3.0,3.0,2.0,23.0,0.0,0.0,0.984615385,0.5,1.0,1.0,6.666666667,1.0,0.3333,0
0,41,1,77,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,4,1,1,1,1,4,1.0,0.5625,27,26,3,0,0.5625,27,0,0,0,0,0,21,37,0,0,0,0,3,0,2,0,3,8,0,2,0,21,37,0,0,0,0,3,0,2,0,3,8,0,2,0,3.0,1.0,0.0,3.0,11.0,3.0,1.0,2.0,2.0,2.0,41.0,0.0,0.0,0.0,0.666666667,0.0,0.0,12.66666667,2.0,1.0,0
0,34,1,64,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,3,0,3,5,0,2,1.0,0.432432,16,16,1,0,0.432432,16,0,0,0,0,0,21,31,1,1,1,1,2,0,0,0,2,7,0,0,0,21,31,1,1,1,1,2,0,0,0,2,7,0,0,0,3.0,1.0,0.0,4.0,8.0,1.0,3.0,1.0,0.0,0.5,45.0,1.0,0.0,0.0,0.5,0.0,0.0,13.66666667,2.0,0.6667,0
0,72,1,128,2,0.0,0,0,0,0.0,0.0,0,0,3,0,0,4,2,1,1,2,6,1.0,0.787879,78,73,5,0,0.787879,78,0,0,0,0,0,21,57,0,0,0,0,4,0,4,0,4,3,0,4,0,21,57,0,0,0,0,4,0,4,0,4,3,0,4,0,4.0,1.0,0.0,6.0,10.0,6.0,1.0,5.0,4.0,2.0,34.0,0.0,0.0,0.0,0.5,0.0,0.0,7.5,1.0,0.75,0
0,62,1,184,2,0.288557,1,4,2,0.211382,0.361111,26,26,1,2,2,14,1,1,1,1,8,1.0,0.516556,78,75,7,0,0.516556,78,0,0,0,0,0,73,123,1,0,1,0,7,0,6,0,7,22,0,6,0,73,123,1,0,1,0,7,0,6,0,7,22,0,6,0,7.0,1.0,0.0,1.0,26.0,1.0,0.0,1.0,6.0,0.0,149.0,1.0,0.0,0.0,0.464285714,0.0,0.0,20.14285714,4.0,1.0,0
0,68,1,514,2,0.272494,2,4,2,0.098434,0.23871,44,37,8,1,1,27,11,31,54,28,52,1.0,0.64877,290,287,25,0,0.64877,290,1,1,0,0,1,157,447,60,4,0,4,24,0,24,3,24,41,60,24,3,157,447,60,4,0,4,24,0,24,3,24,41,60,24,3,25.0,1.0,0.0,13.0,59.0,300.0,1.0,12.0,25.0,2.0,220.0,0.0,0.0,0.0,0.16,0.0,0.0,7.8,2.0,1.0,1
0,58,1,549,2,0.275325,2,4,2,0.0894309,0.228395,44,37,1,1,1,30,8,40,111,25,53,1.0,0.654008,310,306,29,0,0.654008,310,1,1,0,0,1,164,492,61,5,1,5,28,0,28,3,28,40,60,28,3,164,492,61,5,1,5,28,0,28,3,28,40,60,28,3,28.0,1.0,0.0,12.0,60.0,0.0,3.0,9.0,28.0,0.0,278.0,1.0,1.0,0.0,0.25,0.0,0.0,8.892857143,2.0,0.9286,1
0,54,1,364,2,0.552773,3,31,9,0.237942,0.421687,74,70,2,2,2,43,10,13,13,2,16,1.0,0.42268,123,117,15,0,0.42268,123,0,0,0,0,0,168,311,6,5,6,5,14,0,14,0,14,78,0,14,0,168,311,6,5,6,5,14,0,14,0,14,78,0,14,0,15.0,1.0,0.0,17.0,28.0,29.0,9.0,10.0,15.0,0.69047619,371.0,0.833333333,0.0,0.0,0.177777778,0.0,0.0,23.33333333,7.0,1.8667,0
1,28,1,31,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,16,0,0,0,1.0,0.888889,24,24,1,0,0.888889,24,0,0,5,22,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,32,1,58,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,1,8,6,0,3,1.0,0.886792,47,47,4,0,0.886792,47,0,0,7,7,0,6,27,0,1,0,1,3,0,3,0,3,0,0,3,0,6,27,0,1,0,1,3,0,3,0,3,0,0,3,0,3.0,1.0,0.0,9.0,3.0,3.0,8.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,0
0,41,1,450,2,0.0566667,1,2,2,0.0536585,0.0995475,22,22,1,3,3,42,20,6,7,19,30,1.0,0.412234,155,131,9,0,0.412234,155,0,0,0,0,0,221,410,0,0,0,0,11,0,8,0,11,74,0,8,0,221,410,0,0,0,0,11,0,8,0,11,74,0,8,0,12.0,1.0,0.0,21.0,35.0,66.0,6.0,15.0,9.0,2.0,337.0,0.0,0.0,0.0,0.295454545,0.0,0.0,27.08333333,7.0,2.0,0
