Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
1,24,1,29,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,2,3,1,2,0.5,0.5,5,5,1,1,0.5,5,1,1,0,0,1,5,6,0,0,0,0,1,0,1,0,5,1,0,5,0,5,6,0,0,0,0,1,0,1,0,5,1,0,5,0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0
3,24,1,35,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,64,36,0,1,1.0,0.785714,11,11,2,0,0.785714,11,0,0,21,21,0,3,12,0,0,0,0,1,0,1,0,1,0,0,1,0,3,12,0,0,0,0,1,0,1,0,1,0,0,1,0,1.0,1.0,0.0,56.0,1.0,0.0,56.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
3,30,1,46,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,3,35,24,0,1,1.0,0.875,21,21,2,0,0.875,21,1,1,20,32,1,3,17,0,0,0,0,1,0,1,0,2,0,0,2,0,3,17,0,0,0,0,1,0,1,0,2,0,0,2,0,1.0,1.0,0.0,34.0,1.0,0.0,31.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
0,29,1,32,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,10,0,0,0,1.0,0.555556,5,5,1,0,0.555556,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,41,1,343,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35,18,414,337,0,35,1.0,0.850746,228,228,36,0,0.850746,228,1,1,1,3,1,40,303,0,18,0,18,35,0,35,3,37,0,0,37,3,40,303,0,18,0,18,35,0,35,3,37,0,0,37,3,35.0,1.0,0.0,172.0,35.0,595.0,162.0,14.0,35.0,2.0,35.0,0.0,0.0,0.0,0.147619048,0.0,0.0,0.0,1.0,1.0,1
3,25,1,33,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,12,1,0,1,1.0,0.785714,11,11,2,0,0.785714,11,0,0,11,66,0,3,9,0,0,0,0,1,0,1,1,1,0,0,1,1,3,9,0,0,0,0,1,0,1,1,1,0,0,1,1,1.0,1.0,0.0,10.0,1.0,0.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
1,24,1,40,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,4,0,24,24,0,4,0.2,0.277778,5,5,1,4,0.277778,5,0,0,4,14,0,13,17,0,0,0,0,4,0,4,0,4,3,0,4,0,13,17,0,0,0,0,4,0,4,0,4,3,0,4,0,4.0,3.0,4.0,14.0,8.0,6.0,14.0,0.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666666667,0.0,0.0,4.0,0.0,0.0,0
1,24,1,48,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,4,2,15,16,2,6,0.5,0.307692,8,8,2,2,0.307692,8,1,1,8,10,1,18,25,2,1,2,1,4,0,3,0,8,6,0,7,0,18,25,2,1,2,1,4,0,3,0,8,6,0,7,0,4.0,4.0,8.0,13.0,10.0,0.0,11.0,2.0,3.0,0.833333333,39.0,1.0,1.0,0.894736842,0.625,0.0,0.0,8.25,1.0,0.5,1
1,29,1,39,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,4,0,0,2,4,0.333333,0.470588,8,8,1,2,0.470588,8,3,4,0,0,1,9,11,12,7,0,0,2,0,2,0,67,2,0,52,3,9,11,12,7,0,0,2,0,2,0,67,2,0,52,3,2.0,3.0,0.0,3.0,4.0,1.0,0.0,3.0,2.0,2.0,11.0,0.0,0.0,1.0,0.833333333,0.0,0.0,4.5,0.0,0.0,0
3,25,1,50,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,3,25,4,0,3,1.0,0.821429,23,23,4,0,0.821429,23,0,0,1,57,0,5,26,0,1,0,1,3,0,3,1,3,0,0,3,1,5,26,0,1,0,1,3,0,3,1,3,0,0,3,1,3.0,1.0,0.0,67.0,3.0,3.0,66.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.555555556,0.0,0.0,0.0,1.0,1.0,0
