Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
0,32,1,151,2,0.272727,1,3,1,0.0916667,0.232558,11,10,1,2,2,11,0,1,1,0,8,1.0,0.628099,76,76,9,0,0.628099,76,0,0,0,0,0,45,120,0,7,0,7,8,0,8,0,8,12,0,8,0,45,120,0,7,0,7,8,0,8,0,8,12,0,8,0,9.0,1.0,0.0,1.0,18.0,36.0,1.0,0.0,9.0,2.0,81.0,0.0,0.0,0.0,0.111111111,0.0,0.0,8.0,2.0,1.1111,1
0,59,1,777,2,0.1189,2,8,4,0.0737135,0.130081,53,48,2,7,4,48,3,1,1,1,25,1.0,0.43696,253,226,22,0,0.419753,272,0,0,0,0,0,326,655,21,8,21,8,24,0,21,4,24,150,0,21,4,376,719,23,8,23,8,25,2,22,4,25,167,2,22,4,30.0,5.0,0.0,2.0,83.0,319.0,1.0,2.0,21.0,0.885057471,815.0,0.904761905,1.0,0.940206186,0.28,3.0,5.0,25.46666667,10.0,1.5,1
1,31,1,91,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,7,3,16,11,0,7,1.0,0.789474,45,45,8,0,0.789474,45,0,0,1,1,0,12,61,0,5,0,5,7,0,7,0,7,0,0,7,0,12,61,0,5,0,5,7,0,7,0,7,0,0,7,0,7.0,1.0,0.0,20.0,7.0,21.0,18.0,3.0,7.0,2.0,7.0,0.0,0.0,0.0,0.476190476,0.0,0.0,0.0,1.0,1.0,1
0,38,1,80,2,0.0,0,0,0,0.0,0.0,0,0,1,3,2,5,9,1,2,5,7,1.0,0.46,23,23,3,0,0.46,23,1,1,0,0,1,27,43,1,0,1,0,2,0,2,0,14,11,0,14,0,27,43,1,0,1,0,2,0,2,0,14,11,0,14,0,2.0,2.0,0.0,9.0,11.0,0.0,1.0,8.0,2.0,0.0,53.0,1.0,1.0,0.923076923,0.625,0.0,0.0,25.0,4.0,2.0,1
0,40,1,145,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,8,6,11,17,2,9,1.0,0.714286,75,74,6,0,0.714286,75,0,0,3,5,0,30,106,2,1,2,1,7,0,5,0,7,5,0,5,0,30,106,2,1,2,1,7,0,5,0,7,5,0,5,0,7.0,1.0,3.0,15.0,11.0,21.0,9.0,6.0,5.0,1.0,29.0,1.0,0.0,0.0,0.349206349,0.0,0.0,2.857142857,1.0,0.8571,1
0,47,1,227,2,0.0,0,0,0,0.0,0.0,0,0,3,3,3,28,18,0,0,18,26,1.0,0.343023,59,56,8,0,0.343023,59,1,1,0,0,1,113,181,5,2,3,1,8,0,7,0,10,50,0,7,0,113,181,5,2,3,1,8,0,7,0,10,50,0,7,0,9.0,2.0,0.0,16.0,32.0,28.0,0.0,16.0,7.0,0.625,228.0,1.0,2.0,0.461538462,0.325,1.0,1.0,24.0,8.0,2.2222,1
0,54,1,395,2,0.110363,1,6,2,0.0701754,0.1,24,20,1,4,4,31,19,0,0,16,22,1.0,0.327815,99,82,7,0,0.327815,99,1,1,0,0,1,203,342,12,1,10,0,6,0,6,0,8,86,0,6,0,203,342,12,1,10,0,6,0,6,0,8,86,0,6,0,8.0,2.0,0.0,17.0,57.0,20.0,0.0,17.0,6.0,0.824175824,578.0,0.769230769,0.0,0.5,0.328571429,0.0,0.0,69.625,2.0,1.0,1
0,30,1,98,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,1,2,6,1,4,1.0,0.686567,46,44,3,0,0.686567,46,1,1,2,2,1,21,69,4,2,2,1,3,0,2,0,10,4,0,7,0,21,69,4,2,2,1,3,0,2,0,10,4,0,7,0,3.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,2.0,0.5,32.0,1.0,0.0,0.75,0.666666667,0.0,0.0,9.0,1.0,0.6667,1
0,55,1,542,2,0.429119,7,29,9,0.290984,0.399417,142,137,1,7,7,72,14,1,1,23,29,1.0,0.244635,114,103,7,0,0.244635,114,2,2,0,0,1,352,488,6,2,2,0,6,0,6,0,11,172,0,8,0,352,488,6,2,2,0,6,0,6,0,11,172,0,8,0,7.0,3.0,0.0,13.0,53.0,1.0,1.0,12.0,6.0,0.7,911.0,0.4,0.0,0.571428571,0.349206349,2.0,6.0,128.4285714,8.0,2.1429,1
0,61,1,538,2,0.328582,6,27,7,0.23431,0.30117,112,103,1,5,5,68,16,0,0,23,29,1.0,0.261803,122,108,7,0,0.261803,122,2,2,0,0,1,344,478,4,2,0,0,6,0,6,0,11,179,0,8,0,344,478,4,2,0,0,6,0,6,0,11,179,0,8,0,7.0,3.0,0.0,13.0,56.0,9.0,0.0,13.0,6.0,1.0,901.0,0.0,0.0,0.571428571,0.349206349,2.0,5.0,127.4285714,7.0,1.8571,1
