Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
0,9,1,520,2,0.0266312,1,12,2,0.0390625,0.0486618,20,20,1,6,6,94,0,3,36,0,27,0.181818,0.0426966,19,15,4,18,0.0426966,19,0,0,0,0,0,426,512,17,8,17,8,27,2,21,0,27,208,2,21,0,426,512,17,8,17,8,27,2,21,0,27,208,2,21,0,27.0,1.0,0.0,3.0,40.0,25.0,3.0,0.0,21.0,0.529411765,1277.0,0.705882353,0.0,0.0,0.296296296,0.0,0.0,45.66666667,7.0,1.5926,0
0,43,1,187,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,20,15,1,1,21,29,0.5,0.130769,17,5,1,1,0.130769,17,2,2,0,0,1,113,145,6,4,0,0,8,0,1,0,27,49,0,20,1,113,145,6,4,0,0,8,0,1,0,27,49,0,20,1,8.0,2.0,0.0,18.0,38.0,28.0,1.0,17.0,1.0,2.0,273.0,0.0,0.0,0.72,0.363636364,1.0,1.0,33.125,1.0,0.875,0
0,37,1,80,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,7,8,8,9,7,14,0.142857,0.108108,4,4,1,6,0.108108,4,2,2,0,0,1,33,44,7,5,1,1,7,1,6,0,26,7,1,25,1,33,44,7,5,1,1,7,1,6,0,26,7,1,25,1,7.0,2.0,0.0,16.0,17.0,19.0,8.0,8.0,6.0,0.333333333,53.0,0.0,0.0,0.75,0.457142857,1.0,1.0,6.428571429,1.0,0.8571,0
0,37,1,51,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,3,4,5,5,4,6,0.0,0.0769231,1,0,0,2,0.0769231,1,2,2,0,0,1,12,15,6,5,0,1,2,0,1,0,21,7,0,20,1,12,15,6,5,0,1,2,0,1,0,21,7,0,20,1,2.0,2.0,0.0,10.0,6.0,1.0,5.0,5.0,1.0,2.0,30.0,0.0,0.0,0.947368421,0.625,0.0,0.0,14.0,1.0,0.5,0
0,43,1,136,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,12,7,2,3,9,13,0.5,0.267442,23,19,2,2,0.267442,23,2,2,0,0,1,63,94,9,4,3,0,4,2,3,0,23,32,2,22,1,63,94,9,4,3,0,4,2,3,0,23,32,2,22,1,4.0,2.0,0.0,10.0,21.0,2.0,2.0,8.0,3.0,0.555555556,176.0,0.333333333,0.0,0.857142857,0.5,1.0,1.0,42.25,1.0,0.75,0
0,39,1,130,2,0.0,0,0,0,0.0,0.0,0,0,2,3,3,12,6,3,3,10,14,0.333333,0.182927,15,7,1,2,0.182927,15,2,2,0,0,1,67,92,6,4,0,0,4,0,2,0,23,35,0,21,1,67,92,6,4,0,0,4,0,2,0,23,35,0,21,1,4.0,2.0,0.0,10.0,23.0,6.0,3.0,7.0,2.0,2.0,176.0,0.0,0.0,0.857142857,0.583333333,1.0,1.0,43.0,1.0,0.75,0
0,37,1,150,2,0.233333,1,12,2,0.175439,0.195122,20,16,1,3,2,41,9,1,1,10,13,0.0,0.0666667,6,0,0,2,0.0666667,6,2,3,0,0,2,84,114,127,4,1,0,3,1,1,0,22,38,121,20,1,84,114,127,4,1,0,3,1,1,0,22,38,121,20,1,3.0,2.0,0.0,11.0,18.0,3.0,1.0,10.0,1.0,1.0,274.0,0.0,0.0,0.9,0.533333333,1.0,1.0,90.0,1.0,0.6667,0
0,42,1,215,2,0.0,0,0,0,0.0,0.0,0,0,1,4,3,40,10,1,11,11,15,0.5,0.468354,74,11,1,1,0.468354,74,2,3,0,0,2,84,174,127,4,1,0,4,1,1,0,23,44,121,20,1,84,174,127,4,1,0,4,1,1,0,23,44,121,20,1,4.0,2.0,0.0,12.0,21.0,6.0,1.0,11.0,1.0,1.0,280.0,0.0,0.0,0.857142857,0.45,1.0,1.0,68.75,4.0,2.25,0
0,37,1,98,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,7,8,5,4,7,10,0.333333,0.296296,16,10,1,2,0.296296,16,2,2,0,0,1,38,62,6,4,0,0,3,0,2,0,22,20,0,21,1,38,62,6,4,0,0,3,0,2,0,22,20,0,21,1,3.0,2.0,0.0,14.0,10.0,3.0,5.0,9.0,2.0,2.0,71.0,0.0,0.0,0.9,0.6,1.0,1.0,22.66666667,1.0,0.6667,0
0,44,1,203,2,0.0,0,0,0,0.0,0.0,0,0,1,8,2,29,12,3,3,21,27,0.714286,0.333333,49,30,5,2,0.333333,49,2,2,0,0,1,98,160,6,4,0,0,6,0,6,0,25,62,0,25,1,98,160,6,4,0,0,6,0,6,0,25,62,0,25,1,6.0,2.0,0.0,16.0,45.0,15.0,3.0,13.0,6.0,2.0,280.0,0.0,0.0,0.782608696,0.229166667,1.0,1.0,45.66666667,1.0,0.8333,0
