Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
1,27,1,34,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,2,1,0,1,1.0,0.75,9,9,2,0,0.75,9,0,0,1,1,0,3,8,0,0,0,0,1,0,1,0,1,0,0,1,0,3,8,0,0,0,0,1,0,1,0,1,0,0,1,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
0,37,1,131,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,18,3,20,16,5,10,0.8,0.277108,23,22,4,1,0.277108,23,0,0,3,3,0,60,95,2,1,2,1,5,0,4,0,5,33,0,4,0,60,95,2,1,2,1,5,0,4,0,5,33,0,4,0,7.0,1.0,3.0,19.0,32.0,9.0,16.0,4.0,5.0,0.5,211.0,1.0,0.0,0.0,0.333333333,0.0,0.0,28.85714286,9.0,2.8571,0
1,28,1,43,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,11,10,0,2,1.0,0.777778,14,14,3,0,0.777778,14,0,0,8,19,0,4,16,0,0,0,0,2,0,2,0,2,0,0,2,0,4,16,0,0,0,0,2,0,2,0,2,0,0,2,0,2.0,1.0,0.0,9.0,2.0,1.0,8.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0
1,29,1,59,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,94,58,0,4,1.0,0.8125,26,26,5,0,0.8125,26,0,0,2,41,0,6,31,0,2,0,2,4,0,4,1,4,0,0,4,1,6,31,0,2,0,2,4,0,4,1,4,0,0,4,1,4.0,1.0,0.0,74.0,4.0,6.0,74.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0
1,43,1,323,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,48,5,119,217,0,48,0.959184,0.791667,190,190,47,2,0.791667,190,0,0,4,4,0,50,281,0,22,0,22,48,0,48,19,48,0,0,48,19,50,281,0,22,0,22,48,0,48,19,48,0,0,48,19,48.0,1.0,0.0,71.0,48.0,1128.0,65.0,10.0,48.0,2.0,48.0,0.0,0.0,0.0,0.138257576,0.0,0.0,0.0,1.0,1.0,0
0,41,1,210,2,0.105175,1,2,1,0.0588235,0.0763359,10,10,1,5,5,31,5,5,7,4,10,0.666667,0.160256,25,18,4,2,0.160256,25,0,0,0,0,0,131,170,5,2,5,2,6,0,5,1,6,74,0,5,1,131,170,5,2,5,2,6,0,5,1,6,74,0,5,1,8.0,1.0,0.0,16.0,55.0,14.0,4.0,12.0,6.0,0.828571429,379.0,1.0,1.0,0.0,0.333333333,0.0,0.0,45.75,12.0,3.0,0
1,27,1,49,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,1,9,3,0,3,1.0,0.782609,18,18,4,0,0.782609,18,1,1,1,2,1,5,23,0,2,0,2,3,0,3,1,5,0,0,5,1,5,23,0,2,0,2,3,0,3,1,5,0,0,5,1,3.0,1.0,0.0,10.0,3.0,3.0,9.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,0
0,30,1,220,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,98,0,0,0,1.0,0.56962,90,90,1,0,0.56962,90,0,0,0,0,0,68,191,65,0,65,0,0,65,0,0,0,0,65,0,0,68,191,65,0,65,0,0,65,0,0,0,0,65,0,0,2.0,1.0,0.0,11.0,6.0,1.0,8.0,3.0,1.0,1.969230769,81.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1
0,25,1,41,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,93,135,0,3,0.25,0.2,3,3,1,3,0.2,3,0,0,0,0,0,12,17,1,0,1,0,3,0,3,0,3,3,0,3,0,12,17,1,0,1,0,3,0,3,0,3,3,0,3,0,3.0,4.0,0.0,82.0,6.0,3.0,82.0,0.0,3.0,1.5,17.0,1.0,0.0,1.0,0.777777778,0.0,0.0,4.333333333,0.0,0.0,0
0,30,1,69,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,5,1,1,0,3,6,0.333333,0.153846,4,3,1,2,0.111111,4,0,0,0,0,0,22,30,1,0,1,0,3,0,2,0,3,11,0,2,0,32,40,1,0,1,0,4,0,3,0,4,17,0,3,0,6.0,1.0,0.0,4.0,18.0,13.0,1.0,4.0,3.0,0.8,57.0,1.0,0.0,0.0,0.2,0.0,0.0,8.333333333,1.0,0.6667,0
