Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
1,30,1,217,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,52,0,0,0,1.0,0.554795,81,81,1,0,0.554795,81,0,0,2,2,0,65,188,62,0,62,0,0,62,0,0,0,0,62,0,0,65,188,62,0,62,0,0,62,0,0,0,0,62,0,0,1.0,1.0,0.0,11.0,3.0,0.0,8.0,3.0,0.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0
0,34,1,86,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,12,3,16,12,3,7,0.5,0.265306,13,12,2,2,0.265306,13,0,0,3,3,0,36,53,0,1,0,1,4,0,3,0,4,19,0,3,0,36,53,0,1,0,1,4,0,3,0,4,19,0,3,0,5.0,1.0,3.0,14.0,17.0,10.0,13.0,2.0,4.0,2.0,88.0,0.0,0.0,0.0,0.45,0.0,0.0,16.6,5.0,2.0,0
1,29,1,59,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,72,34,0,4,1.0,0.8125,26,26,5,0,0.8125,26,0,0,3,32,0,6,31,0,2,0,2,4,0,4,1,4,0,0,4,1,6,31,0,2,0,2,4,0,4,1,4,0,0,4,1,4.0,1.0,0.0,55.0,4.0,6.0,55.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0
1,42,1,317,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,47,5,94,151,0,47,0.958333,0.791489,186,186,46,2,0.791489,186,0,0,4,4,0,49,276,0,21,0,21,47,0,47,19,47,0,0,47,19,49,276,0,21,0,21,47,0,47,19,47,0,0,47,19,47.0,1.0,0.0,56.0,47.0,1081.0,51.0,9.0,47.0,2.0,47.0,0.0,0.0,0.0,0.13926499,0.0,0.0,0.0,1.0,1.0,0
0,25,1,41,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,102,132,0,3,0.25,0.2,3,3,1,3,0.2,3,0,0,0,0,0,12,17,1,0,1,0,3,0,3,0,3,3,0,3,0,12,17,1,0,1,0,3,0,3,0,3,3,0,3,0,3.0,4.0,0.0,88.0,6.0,3.0,88.0,0.0,3.0,1.5,17.0,1.0,0.0,1.0,0.777777778,0.0,0.0,4.333333333,0.0,0.0,0
0,39,1,141,2,0.0,0,0,0,0.0,0.0,0,0,1,5,5,17,0,0,0,0,3,0.333333,0.0898876,8,3,1,2,0.0898876,8,0,0,0,0,0,81,103,1,0,1,0,3,0,2,0,3,48,0,2,0,81,103,1,0,1,0,3,0,2,0,3,48,0,2,0,6.0,1.0,0.0,8.0,47.0,13.0,0.0,8.0,3.0,0.8,257.0,0.5,0.0,0.0,0.2,0.0,0.0,41.5,6.0,1.5,1
0,33,1,171,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,27,2,22,33,1,25,0.166667,0.213675,25,25,4,20,0.213675,25,0,0,0,0,0,92,139,12,7,12,7,24,4,23,7,24,28,4,23,7,92,139,12,7,12,7,24,4,23,7,24,28,4,23,7,26.0,1.0,0.0,16.0,34.0,257.0,12.0,4.0,23.0,0.956923077,196.0,0.615384615,1.0,0.0,0.194285714,0.0,0.0,6.038461538,3.0,1.2692,0
0,48,1,438,2,0.363208,2,16,4,0.184143,0.318841,72,66,1,4,4,65,11,23,45,18,47,1.0,0.413598,146,145,29,0,0.413598,146,0,0,0,0,0,207,391,6,15,6,15,29,0,28,3,29,108,0,28,3,207,391,6,15,6,15,29,0,28,3,29,108,0,28,3,32.0,1.0,0.0,29.0,76.0,172.0,13.0,17.0,29.0,0.824884793,561.0,0.714285714,1.0,0.0,0.225806452,0.0,0.0,16.3125,8.0,1.875,0
0,38,1,82,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,5,7,2,2,5,8,1.0,0.357143,15,13,3,0,0.357143,15,1,1,0,0,1,27,45,63,2,1,2,3,0,2,0,3,15,62,2,0,27,45,63,2,1,2,3,0,2,0,3,15,62,2,0,6.0,1.0,0.0,10.0,28.0,9.0,1.0,9.0,3.0,0.8,113.0,0.5,0.0,0.0,0.333333333,0.0,0.0,17.5,1.0,0.6667,0
0,42,1,192,2,0.0,0,0,0,0.0,0.0,0,0,1,4,3,21,2,8,8,3,10,0.666667,0.219697,29,26,4,2,0.219697,29,0,0,0,0,0,103,151,1,5,1,5,7,0,5,0,7,61,0,5,0,103,151,1,5,1,5,7,0,5,0,7,61,0,5,0,10.0,1.0,0.0,14.0,48.0,33.0,7.0,7.0,6.0,0.666666667,264.0,0.5,0.0,0.0,0.222222222,0.0,0.0,25.2,4.0,1.4,0
1,28,1,36,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,7,2,0,1,1.0,0.75,9,9,2,0,0.75,9,0,0,4,10,0,3,9,0,1,0,1,1,0,1,0,1,0,0,1,0,3,9,0,1,0,1,1,0,1,0,1,0,0,1,0,1.0,1.0,0.0,9.0,1.0,0.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
0,35,1,53,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,3,5,7,8,4,5,1.0,0.190476,4,4,1,0,0.190476,4,2,2,7,7,1,17,19,1,1,1,0,1,0,0,0,4,9,0,2,0,17,19,1,1,1,0,1,0,0,0,4,9,0,2,0,4.0,2.0,7.0,15.0,21.0,4.0,7.0,8.0,1.0,0.833333333,71.0,0.5,0.0,0.333333333,0.333333333,0.0,0.0,16.25,3.0,1.0,0
0,31,1,54,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,4,5,7,8,5,7,0.0,0.0,0,0,0,1,0.0,0,2,2,7,7,1,20,24,5,1,1,0,2,0,0,0,9,9,0,5,0,20,24,5,1,1,0,2,0,0,0,9,9,0,5,0,5.0,2.0,7.0,15.0,22.0,8.0,7.0,8.0,1.0,0.75,73.0,0.5,0.0,0.666666667,0.3125,1.0,2.0,13.2,3.0,1.0,0
0,28,1,52,2,0.941176,1,5,1,0.52,0.75,13,12,1,4,3,5,4,21,20,1,2,0.0,0.272727,6,6,0,1,0.272727,6,1,1,15,22,1,16,25,0,1,0,0,1,0,0,0,3,8,0,2,0,16,25,0,1,0,0,1,0,0,0,3,8,0,2,0,2.0,1.0,11.0,15.0,8.0,1.0,11.0,4.0,1.0,2.0,36.0,0.0,0.0,0.0,0.666666667,0.0,0.0,17.0,5.0,2.5,0
0,36,1,111,2,0.220447,1,4,1,0.144737,0.192982,11,11,1,3,2,14,6,20,20,5,10,0.0,0.109375,7,7,0,4,0.109375,7,1,1,14,21,1,57,76,4,1,4,0,5,0,3,0,7,30,0,5,0,57,76,4,1,4,0,5,0,3,0,7,30,0,5,0,8.0,1.0,11.0,25.0,35.0,20.0,11.0,14.0,4.0,0.685714286,183.0,0.8,0.0,0.0,0.333333333,0.0,0.0,21.25,5.0,1.75,0
