Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
1,22,1,110,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,9,4,13,15,0,9,1.0,0.765432,62,62,10,0,0.765432,62,0,0,1,14,0,19,89,0,1,0,1,9,0,9,3,9,0,0,9,3,19,89,0,1,0,1,9,0,9,3,9,0,0,9,3,9.0,1.0,0.0,22.0,9.0,36.0,18.0,4.0,9.0,2.0,9.0,0.0,0.0,0.0,0.259259259,0.0,0.0,0.0,1.0,1.0,1
0,27,1,288,2,0.0,0,0,0,0.0,0.0,0,0,2,2,2,27,8,12,14,6,22,1.0,0.541485,124,120,16,0,0.541485,124,1,2,10,13,2,105,262,8,4,8,4,16,1,15,5,18,33,1,17,5,105,262,8,4,8,4,16,1,15,5,18,33,1,17,5,19.0,1.0,9.0,20.0,31.0,131.0,11.0,9.0,18.0,0.909722222,181.0,0.875,5.0,0.0,0.210526316,0.0,0.0,8.105263158,4.0,1.4211,0
0,36,1,191,2,0.0,0,0,0,0.0,0.0,0,0,2,2,2,19,9,0,0,18,30,0.384615,0.392157,60,54,5,8,0.392157,60,2,4,0,0,2,93,156,14,7,6,3,12,1,12,1,27,35,2,26,6,93,156,14,7,6,3,12,1,12,1,27,35,2,26,6,12.0,2.0,0.0,9.0,39.0,14.0,0.0,9.0,12.0,0.863636364,174.0,0.0,3.0,0.620689655,0.375,2.0,3.0,13.0,4.0,1.3333,1
0,29,1,291,2,0.0,0,0,0,0.0,0.0,0,0,7,2,2,18,10,14,18,17,29,1.0,0.506276,121,116,10,0,0.506276,121,0,0,2,2,0,118,263,2,0,2,0,12,2,9,0,12,37,2,9,0,118,263,2,0,2,0,12,2,9,0,12,37,2,9,0,14.0,1.0,2.0,20.0,42.0,91.0,9.0,11.0,9.0,1.051282051,247.0,0.0,0.0,0.0,0.134615385,0.0,0.0,16.42857143,3.0,1.2857,1
0,51,1,1030,2,0.0,0,0,0,0.0,0.0,0,0,2,3,3,108,10,70,170,18,65,1.0,0.559511,503,492,43,0,0.559511,503,1,1,4,4,1,396,980,18,14,18,14,47,4,42,4,47,162,4,42,4,396,980,18,14,18,14,47,4,42,4,47,162,4,42,4,49.0,1.0,3.0,60.0,96.0,688.0,53.0,12.0,42.0,0.828947368,800.0,0.473684211,5.0,0.0,0.150641026,0.0,0.0,14.93877551,6.0,2.1429,1
0,14,1,41,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,6,0,1,3,0,3,0.333333,0.148148,4,4,1,2,0.148148,4,0,0,0,0,0,23,28,2,0,2,0,3,0,2,0,3,8,0,2,0,23,28,2,0,2,0,3,0,2,0,3,8,0,2,0,4.0,1.0,0.0,1.0,11.0,2.0,1.0,0.0,2.0,0.777777778,61.0,0.0,0.0,0.0,0.5,1.0,1.0,13.5,6.0,2.0,0
0,12,1,21,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,2,0,0,1,3,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,8,10,0,0,0,0,2,0,1,0,2,1,0,1,0,8,10,0,0,0,0,2,0,1,0,2,1,0,1,0,2.0,1.0,0.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0,0.75,0.0,0.0,4.0,1.0,0.5,0
0,195,1,259,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,8,3,1,1,4,6,1.0,0.45,27,13,2,0,0.45,27,0,0,0,0,0,33,65,2,0,2,0,2,0,1,0,2,17,0,1,0,33,65,2,0,2,0,2,0,1,0,2,17,0,1,0,2.0,2.0,0.0,4.0,11.0,0.0,1.0,3.0,1.0,0.0,67.0,0.0,2.0,0.983870968,0.666666667,0.0,0.0,31.5,5.0,2.5,0
0,33,1,463,2,0.0739437,1,3,1,0.025522,0.0613497,11,10,2,3,2,40,9,13,27,14,34,1.0,0.576531,226,215,16,0,0.576531,226,2,3,2,3,1,166,431,17,5,9,1,20,3,15,6,35,68,4,29,11,166,431,17,5,9,1,20,3,15,6,35,68,4,29,11,20.0,2.0,2.0,17.0,46.0,58.0,9.0,8.0,15.0,0.649122807,413.0,0.666666667,2.0,0.545454545,0.2375,1.0,3.0,19.2,7.0,1.65,1
0,17,1,219,2,0.0,0,0,0,0.0,0.0,0,0,3,1,1,17,6,0,0,9,18,0.444444,0.238806,32,32,4,5,0.25625,41,2,2,0,0,1,102,176,7,8,5,5,9,1,8,1,12,62,3,11,1,119,203,8,8,6,5,12,1,11,1,15,67,3,14,1,10.0,2.0,0.0,6.0,33.0,33.0,0.0,6.0,9.0,0.933333333,321.0,0.6,0.0,0.470588235,0.325,1.0,1.0,30.6,5.0,1.7,1
0,51,1,357,2,0.0,0,0,0,0.0,0.0,0,0,1,4,2,27,6,11,17,9,20,1.0,0.544262,166,135,10,0,0.544262,166,0,0,0,0,0,139,307,4,4,4,4,11,0,9,0,11,77,0,9,0,139,307,4,4,4,4,11,0,9,0,11,77,0,9,0,12.0,1.0,0.0,21.0,43.0,24.0,15.0,7.0,9.0,0.704545455,346.0,0.25,3.0,0.0,0.272727273,0.0,0.0,27.5,6.0,2.1667,1
0,20,1,78,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,5,2,29,6,0,5,1.0,0.592593,32,32,6,0,0.592593,32,1,1,5,7,1,22,59,2,4,2,3,5,2,5,0,8,3,2,8,1,22,59,2,4,2,3,5,2,5,0,8,3,2,8,1,10.0,1.0,5.0,34.0,13.0,45.0,32.0,2.0,9.0,1.0,28.0,0.0,0.0,0.0,0.407407407,0.0,0.0,1.6,1.0,0.8,0
0,84,1,382,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,28,2,13,16,2,13,1.0,0.635258,209,196,10,0,0.614035,210,0,0,0,0,0,120,285,3,1,3,1,11,0,9,1,11,61,0,9,1,132,299,5,1,5,1,12,0,9,1,12,65,0,9,1,12.0,1.0,0.0,12.0,41.0,0.0,10.0,2.0,9.0,0.666666667,275.0,0.0,0.0,0.0,0.090909091,0.0,0.0,21.66666667,6.0,2.25,1
0,379,1,536,2,0.0,0,0,0,0.0,0.0,0,0,3,1,1,14,4,11,11,3,12,1.0,0.881743,425,415,9,0,0.881743,425,2,2,1,1,1,57,158,10,4,8,1,9,3,8,2,12,18,5,11,2,57,158,10,4,8,1,9,3,8,2,12,18,5,11,2,9.0,2.0,0.0,13.0,18.0,30.0,9.0,4.0,8.0,0.9375,114.0,0.625,1.0,0.533333333,0.518518519,0.0,0.0,10.77777778,3.0,1.2222,1
0,20,1,175,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,20,0,43,48,0,9,1.0,0.464789,66,66,9,0,0.464789,66,0,0,2,2,0,76,156,13,2,13,2,9,5,8,0,9,30,5,8,0,76,156,13,2,13,2,9,5,8,0,9,30,5,8,0,10.0,1.0,2.0,40.0,13.0,15.0,40.0,0.0,8.0,0.811965812,169.0,0.0,5.0,0.0,0.333333333,0.0,0.0,14.6,7.0,2.1,1
0,78,1,612,2,0.0,0,0,0,0.0,0.0,0,0,2,3,3,45,13,22,23,27,44,1.0,0.568738,302,286,9,0,0.568738,302,1,2,0,0,2,229,535,11,0,9,0,17,0,8,0,29,123,2,17,0,229,535,11,0,9,0,17,0,8,0,29,123,2,17,0,19.0,2.0,0.0,28.0,79.0,153.0,16.0,14.0,9.0,0.939814815,754.0,0.25,1.0,0.4,0.257309942,1.0,1.0,38.05263158,10.0,2.4211,1
0,614,1,627,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,3,1,1,2,4,0.5,0.25,3,3,1,1,0.25,3,1,1,0,0,1,9,14,6,0,0,0,2,0,1,0,6,2,1,2,1,9,14,6,0,0,0,2,0,1,0,6,2,1,2,1,2.0,3.0,0.0,4.0,5.0,1.0,1.0,4.0,1.0,2.0,14.0,0.0,0.0,0.984848485,0.75,1.0,1.0,6.0,1.0,0.5,0
0,12,1,18,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,1,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,6,7,0,0,0,0,1,0,0,0,1,2,0,0,0,6,7,0,0,0,0,1,0,0,0,1,2,0,0,0,1.0,4.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0
0,31,1,264,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,23,6,2,4,16,29,0.916667,0.545872,119,112,11,1,0.545872,119,3,4,1,1,1,99,234,21,6,4,1,13,2,11,5,48,42,6,40,16,99,234,21,6,4,1,13,2,11,5,48,42,6,40,16,13.0,3.0,1.0,10.0,42.0,0.0,2.0,8.0,11.0,0.729166667,289.0,0.5,0.0,0.804878049,0.247863248,1.0,10.0,20.92307692,5.0,1.2308,1
0,23,1,74,2,0.0,0,0,0,0.0,0.0,0,0,3,0,0,6,3,4,4,1,7,0.428571,0.517241,30,30,3,4,0.517241,30,2,2,0,0,1,28,52,3,4,1,1,6,0,6,1,9,8,2,9,1,28,52,3,4,1,1,6,0,6,1,9,8,2,9,1,6.0,2.0,0.0,6.0,12.0,13.0,3.0,3.0,6.0,0.8,54.0,0.0,0.0,0.615384615,0.444444444,0.0,0.0,7.833333333,1.0,0.8333,0
0,20,1,241,2,0.0,0,0,0,0.0,0.0,0,0,1,4,4,34,4,0,0,7,17,0.333333,0.153409,27,17,1,2,0.146739,27,0,0,0,0,0,149,213,7,1,7,1,10,0,2,0,10,97,0,2,0,157,222,9,1,9,1,11,2,2,0,11,99,2,2,0,13.0,1.0,0.0,4.0,40.0,8.0,0.0,4.0,2.0,0.697916667,516.0,0.0,4.0,0.0,0.15,0.0,0.0,38.07692308,7.0,2.7692,0
0,69,1,240,2,0.0,0,0,0,0.0,0.0,0,0,2,3,2,15,5,2,2,10,18,0.888889,0.633508,121,120,8,1,0.633508,121,3,3,0,0,1,70,172,18,5,7,1,8,3,8,3,18,33,9,18,7,70,172,18,5,7,1,8,3,8,3,18,33,9,18,7,8.0,3.0,0.0,7.0,25.0,0.0,2.0,5.0,8.0,0.795918367,217.0,0.571428571,0.0,0.714285714,0.40625,1.0,1.0,25.25,5.0,1.625,0
0,290,1,347,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,2,2,1,1,3,0.0,0.0,0,0,0,3,0.0,0,0,0,0,0,0,16,21,2,0,2,0,2,0,2,0,2,5,0,2,0,48,58,5,0,5,0,4,0,3,0,4,22,0,3,0,3.0,1.0,0.0,2.0,8.0,1.0,2.0,2.0,2.0,0.75,42.0,0.0,0.0,0.0,0.625,0.0,0.0,12.33333333,1.0,0.3333,0
0,44,1,256,2,0.314168,2,5,2,0.140845,0.254717,30,27,1,2,2,5,7,3,1,8,11,0.25,0.479339,58,54,1,3,0.365269,61,0,0,0,0,0,63,154,3,0,3,0,3,0,3,0,3,46,0,3,0,106,213,6,2,6,2,7,0,7,0,7,63,0,7,0,5.0,5.0,0.0,8.0,44.0,8.0,3.0,7.0,3.0,0.875,289.0,0.0,3.0,0.995695839,0.3,0.0,0.0,56.0,3.0,1.0,0
0,260,1,288,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,4,2,1,2,4,8,0.0,0.047619,1,0,0,4,0.047619,1,0,0,0,0,0,20,29,1,2,1,2,4,0,3,0,4,6,0,3,0,20,29,1,2,1,2,4,0,3,0,4,6,0,3,0,4.0,2.0,0.0,3.0,10.0,0.0,1.0,2.0,3.0,0.0,37.0,0.0,1.0,0.7,0.583333333,0.0,0.0,8.0,1.0,0.75,0
0,201,1,227,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,4,1,1,3,5,0.0,0.0,0,0,0,3,0.0,0,0,0,0,0,0,21,27,3,0,3,0,2,0,2,0,2,8,0,2,0,21,27,3,0,3,0,2,0,2,0,2,8,0,2,0,2.0,1.0,0.0,4.0,12.0,0.0,1.0,4.0,2.0,0.0,69.0,0.0,2.0,0.0,0.666666667,0.0,0.0,32.0,2.0,1.0,0
0,45,1,158,2,0.289855,1,3,1,0.166667,0.202532,19,16,1,2,2,6,7,2,1,8,12,0.0,0.0392157,2,0,0,5,0.0481928,4,0,0,0,0,0,49,74,2,1,2,1,4,0,4,0,4,30,0,4,0,79,114,4,2,4,2,6,0,6,0,6,42,0,6,0,6.0,5.0,0.0,7.0,44.0,13.0,2.0,7.0,4.0,0.85,208.0,0.0,2.0,0.995139733,0.3,2.0,2.0,33.0,3.0,1.0,0
