Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,target
0,70,1,188,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,9,1,0,0,0,8,1.0,0.68595,83,76,9,0,0.68595,83,0,0,0,0,0,38,119,0,7,0,7,8,0,8,0,8,8,0,8,0,38,119,0,7,0,7,8,0,8,0,8,8,0,8,0,9.0,1.0,0.0,1.0,15.0,36.0,0.0,1.0,9.0,2.0,69.0,0.0,0.0,0.0,0.111111111,0.0,0.0,6.666666667,2.0,1.0,1
0,90,1,787,2,0.172382,3,10,5,0.0902579,0.155556,63,56,2,7,4,47,3,1,1,1,24,1.0,0.4319,241,218,22,0,0.414673,260,0,0,0,0,0,317,634,21,8,21,8,23,0,21,4,23,145,0,21,4,367,698,23,8,23,8,24,2,22,4,24,162,2,22,4,29.0,5.0,0.0,2.0,74.0,300.0,1.0,2.0,21.0,0.879251701,782.0,0.857142857,1.0,0.94214876,0.344827586,3.0,5.0,25.24137931,10.0,1.5172,1
1,69,1,129,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,7,3,14,6,0,7,1.0,0.789474,45,45,8,0,0.789474,45,0,0,1,1,0,12,61,0,5,0,5,7,0,7,0,7,0,0,7,0,12,61,0,5,0,5,7,0,7,0,7,0,0,7,0,7.0,1.0,0.0,17.0,7.0,21.0,15.0,3.0,7.0,2.0,7.0,0.0,0.0,0.0,0.476190476,0.0,0.0,0.0,1.0,1.0,0
0,75,1,106,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,6,1,2,3,5,1.0,0.575,23,23,3,0,0.575,23,1,1,0,0,1,17,32,1,0,1,0,2,0,2,0,14,5,0,14,0,17,32,1,0,1,0,2,0,2,0,14,5,0,14,0,2.0,2.0,0.0,7.0,6.0,0.0,1.0,6.0,2.0,0.0,23.0,1.0,1.0,0.923076923,0.625,0.0,0.0,10.0,2.0,1.0,1
0,79,1,231,2,0.0,0,0,0,0.0,0.0,0,0,0,2,2,11,5,9,15,0,7,1.0,0.57931,84,83,7,0,0.57931,84,0,0,3,5,0,61,153,4,1,4,1,7,0,6,0,7,14,0,6,0,61,153,4,1,4,1,7,0,6,0,7,14,0,6,0,9.0,1.0,3.0,12.0,18.0,34.0,7.0,5.0,6.0,0.95,92.0,0.8,0.0,0.0,0.319444444,0.0,0.0,8.666666667,1.0,0.7778,1
0,83,1,267,2,0.0,0,0,0,0.0,0.0,0,0,3,3,3,28,16,0,0,19,27,1.0,0.342857,60,56,8,0,0.342857,60,1,1,0,0,1,115,185,7,2,3,1,8,0,7,0,10,53,0,8,0,115,185,7,2,3,1,8,0,7,0,10,53,0,8,0,9.0,2.0,0.0,15.0,33.0,28.0,0.0,15.0,7.0,0.625,221.0,1.0,2.0,0.461538462,0.325,1.0,1.0,23.22222222,8.0,2.2222,1
0,89,1,449,2,0.111413,1,6,2,0.066482,0.0985222,24,20,1,4,4,29,17,0,0,14,20,1.0,0.351097,112,94,7,0,0.351097,112,1,1,0,0,1,207,361,17,1,13,0,6,0,6,0,8,79,0,7,0,207,361,17,1,13,0,6,0,6,0,8,79,0,7,0,8.0,2.0,0.0,15.0,54.0,18.0,0.0,15.0,6.0,0.904761905,565.0,0.866666667,0.0,0.5,0.328571429,0.0,0.0,67.75,2.0,1.0,1
0,68,1,136,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,1,2,6,1,4,1.0,0.686567,46,44,3,0,0.686567,46,1,1,2,2,1,21,69,6,2,2,1,3,0,2,0,10,4,0,8,0,21,69,6,2,2,1,3,0,2,0,10,4,0,8,0,3.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,2.0,0.5,32.0,1.0,0.0,0.75,0.666666667,0.0,0.0,9.0,1.0,0.6667,1
0,92,1,472,2,0.251185,3,14,3,0.144357,0.217021,55,51,1,7,7,46,11,0,0,13,19,1.0,0.325967,118,107,7,0,0.325967,118,2,2,0,0,1,244,381,8,2,2,0,6,0,6,0,11,115,0,9,0,244,381,8,2,2,0,6,0,6,0,11,115,0,9,0,7.0,3.0,0.0,9.0,43.0,1.0,0.0,9.0,6.0,0.7,530.0,0.4,0.0,0.571428571,0.349206349,2.0,6.0,74.0,8.0,2.1429,1
0,98,1,518,2,0.247343,3,19,4,0.173397,0.229167,73,66,1,5,5,49,13,0,0,14,20,1.0,0.303614,126,112,7,0,0.303614,126,2,2,0,0,1,289,421,6,2,0,0,6,0,6,0,11,145,0,9,0,289,421,6,2,0,0,6,0,6,0,11,145,0,9,0,7.0,3.0,0.0,10.0,47.0,9.0,0.0,10.0,6.0,1.0,658.0,0.0,0.0,0.571428571,0.349206349,2.0,5.0,92.71428571,7.0,1.8571,1
